# Thu Apr 24 11:38:35 2014: /usr/local/uvcdat/1.3.0/bin/cdat /home/STUDENT/dbirving/phd/data_processing/calc_wave_stats.py /mnt/meteo0/data/simmonds/dbirving/Merra/data/processed/rwid/psa/env-w567-vrot_Merra_250hPa_30day-runmean-anom-wrt-all_y181x360-np20N260E-lon225E335E-mermax-lat10S10N.nc env 6 /mnt/meteo0/data/simmonds/dbirving/Merra/data/processed/rwid/psa/psa-stats_Merra_250hPa_30day-runmean-anom-wrt-all_y181x360-np20N260E-lon225E335E-mermax-lat10S10N_env-w567-vrot-ampmin6.csv (Git hash: unknown)
date,start-lon,end-lon,extent,amp-mean,amp-max,amp-max-lon
1979-8-24,0.0,0.0,0.0,0.0,0.0,0.0
1979-8-25,0.0,0.0,0.0,0.0,0.0,0.0
1979-8-26,0.0,0.0,0.0,0.0,0.0,0.0
1979-8-27,0.0,0.0,0.0,0.0,0.0,0.0
1979-8-28,0.0,0.0,0.0,0.0,0.0,0.0
1979-8-29,0.0,0.0,0.0,0.0,0.0,0.0
1979-8-30,0.0,0.0,0.0,0.0,0.0,0.0
1979-8-31,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-1,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-2,249.0,299.0,51.0,6.2322447533700984,6.34976,274.0
1979-9-3,233.0,313.0,81.0,6.6531741295331788,6.9913,273.0
1979-9-4,226.0,323.0,98.0,7.054311946946747,7.60057,274.0
1979-9-5,225.0,329.0,105.0,7.261271158854167,7.9207,276.0
1979-9-6,228.0,329.0,102.0,7.1562362371706492,7.76858,278.0
1979-9-7,235.0,325.0,91.0,6.8864149156507555,7.35539,280.0
1979-9-8,244.0,317.0,74.0,6.5626381539009717,6.85471,281.0
1979-9-9,253.0,309.0,57.0,6.3139048793859649,6.47602,281.0
1979-9-10,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-11,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-12,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-13,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-14,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-15,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-16,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-17,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-18,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-19,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-20,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-21,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-22,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-23,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-24,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-25,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-26,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-27,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-28,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-29,0.0,0.0,0.0,0.0,0.0,0.0
1979-9-30,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-1,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-2,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-3,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-4,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-5,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-6,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-7,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-8,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-9,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-10,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-11,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-12,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-13,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-14,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-15,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-16,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-17,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-18,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-19,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-20,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-21,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-22,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-23,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-24,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-25,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-26,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-27,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-28,0.0,0.0,0.0,0.0,0.0,0.0
1979-10-29,259.0,294.0,36.0,6.1346719529893665,6.19961,276.0
1979-10-30,257.0,299.0,43.0,6.1761396541151887,6.26909,278.0
1979-10-31,259.0,299.0,41.0,6.1560192573361281,6.23915,279.0
1979-11-1,265.0,296.0,32.0,6.0988121032714844,6.1484,280.0
1979-11-2,272.0,292.0,21.0,6.0419809250604537,6.06286,282.0
1979-11-3,268.0,299.0,32.0,6.0991716384887695,6.14839,284.0
1979-11-4,265.0,308.0,44.0,6.1982075084339492,6.29338,287.0
1979-11-5,268.0,311.0,44.0,6.1954921375621446,6.2908,289.0
1979-11-6,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-7,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-8,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-9,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-10,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-11,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-12,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-13,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-14,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-15,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-16,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-17,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-18,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-19,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-20,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-21,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-22,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-23,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-24,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-25,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-26,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-27,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-28,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-29,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-30,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-1,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-2,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-3,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-4,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-5,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-6,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-7,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-8,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-9,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-10,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-11,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-12,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-13,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-14,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-15,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-16,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-17,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-18,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-19,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-20,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-21,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-22,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-23,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-24,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-25,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-26,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-27,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-28,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-29,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-30,0.0,0.0,0.0,0.0,0.0,0.0
1979-12-31,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-1,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-2,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-3,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-4,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-5,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-6,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-7,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-8,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-9,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-10,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-11,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-12,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-13,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-14,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-15,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-16,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-17,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-18,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-19,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-20,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-21,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-22,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-23,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-24,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-25,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-26,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-27,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-28,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-29,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-30,0.0,0.0,0.0,0.0,0.0,0.0
1980-1-31,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-1,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-2,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-3,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-4,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-5,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-6,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-7,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-8,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-9,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-10,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-11,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-12,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-13,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-14,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-15,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-16,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-17,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-18,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-19,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-20,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-21,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-22,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-23,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-24,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-25,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-26,0.0,0.0,0.0,0.0,0.0,0.0
1980-2-27,0.0,0.0,0.0,0.0,0.0,0.0
